	qid	question	timestamp
1593	2636	How did historical high tax rates work in practice? 	Nov 12 '16 at 17:00
1594	2637	Does the rise in ACA premiums affect employer-provided health insurance premiums?	Nov 2 '16 at 0:10
1595	2641	What caused this drop?	Jul 24 at 21:00
1596	2645	How do markets “factor in” a future event?	Aug 31 '13 at 21:43
1597	2646	In USA, what circumstances (if any) make it illegal for a homeless person to “rent” an address?	Jul 11 at 19:14
1598	2647	Can the Philadelphia Center City District Tax be deducted on my Schedule-A?	Apr 5 '15 at 9:50
1599	2648	How does unemployment insurance work?	Jul 5 '12 at 3:45
1600	2650	How to secure one's effort when working on a contract?	Jun 29 '16 at 16:43
1601	2655	Is accident insurance worth it for my kids who play sports	Nov 13 at 20:41
1602	2656	In what ways can a public company ask for money?	Jun 29 '16 at 15:10
1603	2657	Why is it not a requirement for companies to pay dividends?	Feb 11 '12 at 5:41
1604	2658	MasterCard won't disclose who leaked my credit card details	May 31 at 10:02
1605	2660	What steps are required to transfer real estate into a LLC?	Nov 26 '14 at 1:48
1606	2662	Do rental car agencies sell their cars at a time when it is risky for the purchaser?	Jul 26 at 8:19
1607	2663	How Should I Go About Buying a Car? (College Student)	Jul 18 '15 at 19:00
1608	2665	Opening American credit cards while residing in the UK	Apr 13 at 12:25
1609	2667	What dictates the costs of creating an options contract? (Commissions breakdown)	Oct 3 '16 at 19:08
1610	2668	Smart to buy a house in college?	Sep 26 '11 at 21:48
1611	2670	Non Resident Alien Spouse Treated As Resident - Self Employment Income	Sep 30 at 16:21
1612	2671	What to do when paying for an empty office space?	Sep 13 '16 at 22:48
1613	2672	Should I buy or lease a car given that its not a super luxury car and I only drive 15 miles/d on avg?	Jun 14 '16 at 19:20
1614	2674	Tax on insurance payment due to car deemed as total loss?	May 16 '14 at 0:22
1615	2675	How much share do the venture capitalists want if they invest in our website? 	Aug 4 '15 at 17:17
1616	2676	Tax question about selling a car	May 30 '16 at 22:05
1617	2677	Working for recruiter on W-2 vs. working for client on 1099?	Aug 27 '14 at 3:02
1618	2678	How are derivatives different from bucket shops?	Jul 24 '14 at 16:50
1619	2679	Can one be non-resident alien in the US without being a resident anywhere else?	Mar 16 '16 at 14:21
1620	2680	Unusual real estate market with seemingly huge rental returns	May 4 '16 at 15:22
1621	2683	Monthly money transfers from US to Puerto Rico	Nov 4 '15 at 1:50
1622	2684	Why do people buy insurance even if they have the means to overcome the loss?	May 15 '11 at 13:20
1623	2685	What ways are there for us to earn a little extra side money?	Sep 5 '10 at 8:58
1624	2686	401(k) lump sum distribution limited because of highly compensated employees?	Nov 1 at 20:27
1625	2687	What would a stock be worth if dividends did not exist? [duplicate]	Feb 26 '16 at 13:26
1626	2688	Valuing a company and comparing to share price	Sep 18 '16 at 1:25
1627	2689	How does 1099 work with my own company	Jun 23 '14 at 18:35
1628	2690	Safe and cheap way to send money from Canada to South America 	Jun 10 '16 at 20:51
1629	2691	What are the tax liabilities for an international transaction?	May 22 '13 at 12:54
1630	2692	Is it worth incorporating, when working in Canada as a contractor for an employer in the US?	Jan 24 '11 at 18:26
1631	2693	Will getting a second credit card help my credit rating?	Sep 17 '12 at 22:58
1632	2695	Buy a parking spot and rent it out, or invest savings in an interest-bearing account?	Aug 24 '11 at 15:06
1633	2696	Can I prove having savings without giving out the account number?	Sep 25 '15 at 2:50
1634	2699	Is it possible as a non-Indian citizen to create an Indian bank account (denominated in rupees) that can exchange & repatriate its funds?	Dec 1 '16 at 20:36
1635	2702	What should I be aware of as a young investor?	Oct 12 '14 at 19:32
1636	2703	What factors should I consider in picking a bond?	Oct 23 '14 at 7:35
1637	2704	Do credit checks affect credit scores?	Sep 10 '14 at 13:15
1638	2705	Why are the banks and their customers in the United States still using checks? [duplicate]	May 4 '16 at 8:26
1639	2706	Why did the Swiss National Bank fix the EUR/CHF exchange rate at CHF 1.20?	Jul 10 '12 at 23:55
1640	2707	Are the sellers selling pre-IPO shares over these websites legitimate or fake?	Mar 30 '12 at 9:43
1641	2708	Is gold really an investment or just a hedge against inflation?	Aug 18 '11 at 13:30
1642	2711	What is the basis of an asset that is never depreciated?	Aug 8 '13 at 11:03
1643	2713	Physical Checks - Mailing	May 15 '16 at 13:56
1644	2714	To rebalance or not to rebalance	Aug 8 at 22:29
1645	2715	What is the interest rate online brokerages paying out tied to?	Jan 7 '10 at 17:10
1646	2716	Selling on eBay without PayPal?	Feb 28 '13 at 1:50
1647	2717	Scam or Real: A woman from Facebook apparently needs my bank account to send money	Jul 31 '16 at 13:19
1648	2719	What benefits are there to having a Pension (Retirement Account) In Ireland?	Sep 3 '11 at 1:02
1649	2720	Why do 1099 forms take so long for brokerages to prepare and send out?	Feb 14 at 21:33
1650	2721	How do I fold side-income into our budget so my husband doesn't know? 	May 31 at 22:47
1651	2722	Does exposure to financials in corporate bond funds make sense?	Oct 29 '15 at 2:47
1652	2724	How do you determine the dividend payout date for Mutual Funds?	Jun 19 '15 at 11:16
1653	2725	Should I remodel or buy a bigger house?	Apr 14 '14 at 0:04
1654	2726	What should I do with my money?	Oct 13 '15 at 2:04
1655	2728	Do I have to pay tax on money I earn as a tutor?	Oct 31 '16 at 1:50
1656	2729	How do I get into investing in stocks?	Aug 16 '10 at 15:55
1657	2730	Health insurance deduction on schedule C if also full time employee with w2?	Feb 21 '16 at 16:15
1658	2731	Tax for Basket with Coupon containing two different VAT rates	Dec 4 '16 at 20:18
1659	2733	Why do Americans have to file taxes, even if their only source of income is from a regular job?	Feb 8 '15 at 22:19
1660	2734	Does reading financial statements (quarterly or annual reports) really help investing?	Feb 1 '11 at 17:20
1661	2736	Why is routing number called ABA/ABN number?	Feb 9 '16 at 6:51
1662	2737	What to do with an old building to get money	Oct 5 at 12:32
1663	2739	First concrete steps for retirement planning when one partner is resistant	Jan 6 at 3:59
1664	2740	Is it practical to take actual delivery on a futures contract, and what is the process?	Aug 14 '16 at 12:21
1665	2742	Should I sell my individual stocks and buy a mutual fund	Sep 3 '15 at 15:47
1666	2743	A guy scammed me, but he gave me a bank account number & routing number. Can I use that to take out what he owes me?	Nov 7 '16 at 16:56
1667	2744	How to do thorough research into a company to better understand whether to buy stock?	Apr 13 at 12:25
1668	2745	How to reduce mortgage rate with low income but high assets	Nov 8 '10 at 18:02
1669	2747	What evidence do I need to declare tutoring income on my income tax?	Feb 15 '12 at 20:41
1670	2748	Effect of Job Change on In-Progress Mortgage Application	Jul 24 '12 at 17:12
1671	2749	Is it possible to create a self-managed superannuation fund to act as a mortage offset? (Australia)	Aug 4 '12 at 18:51
1672	2751	Should I invest in a Health Insurance +1 policy from my Employer?	Oct 17 '10 at 16:58
1673	2752	What's the minimum revenue an LLC must make in Florida or NY states?	Oct 16 '12 at 20:29
1674	2753	Is buying or selling goods for gold or silver considered taxable?	Jul 30 '13 at 12:45
1675	2754	What factors would affect the stock price of a sports team?	Jul 31 '12 at 19:03
1676	2756	Why so much noise about USA's credit rating being lowered?	Dec 17 '12 at 6:13
1677	2757	How can I minimize the impact of the HST?	Apr 12 at 7:29
1678	2758	How is a relocation fee of more than 40k taxed?	Sep 27 '14 at 2:35
1679	2763	Do the tax consequences make it worth it for me to hold ESPP stock?	Apr 13 at 12:25
1680	2764	Taxes for citizen of EU country #1 living in EU country #2 and working from home for non-EU country #3?	Nov 5 '15 at 20:36
1681	2765	How does sales tax holiday change tax?	Jan 8 at 18:02
1682	2768	How can one go short in Uber?	May 3 at 3:38
1683	2771	Will credit card payment from abroad be suspicious as taxable income?	Oct 12 '16 at 3:21
1684	2772	How can I improve my auto insurance score?	Jun 19 '12 at 16:11
1685	2773	Computer vendor not honoring warranty. What's the next step?	Oct 18 '16 at 19:30
1686	2774	Why haven't there been personal finance apps or softwares that use regression modeling or A.I.?	Jun 10 at 19:11
1687	2775	Ordering from Canada, charged in CAD or USD?	Jun 25 at 17:42
1688	2776	Are credit histories/scores international?	Dec 13 '10 at 12:52
1689	2779	Any problem if I continuously spend my credit card more than normal people?	Apr 23 '14 at 14:29
1690	2781	Is there a rule of thumb to help “Sanity check” insurance costs?	Jun 4 '14 at 1:18
1691	2782	Using a Roth IRA instead of a college savings account	Apr 13 at 12:25
1692	2786	How long does it take for money to transfer into a mastercard?	May 12 '16 at 10:54
1693	2787	Should I stockpile nickels?	Aug 22 '10 at 22:41
1694	2790	Should I pay more than 20% down on a home?	Aug 26 '10 at 0:35
1695	2793	What are the tax implications of lending to my own LLC?	Apr 13 at 12:25
1696	2794	Double-entry bookkeeping: How to account for non-monetary taxable benefits received from employer?	Mar 7 '16 at 23:40
1697	2795	Moving 401k balance into self-directed IRA	Apr 13 at 12:25
1698	2796	Working remotely from Canada for a US company. How to get paid?	Jul 21 '15 at 22:47
1699	2797	New York State - NY Tax on Foreign Sourced Income for NY Non-Resident	Sep 21 '14 at 3:10
1700	2798	Am I responsible for an annual fee on a credit card I never picked up?	Sep 20 '15 at 4:20
1701	2799	Medical Bill Consolidation	Aug 27 '16 at 12:16
1702	2801	If I deposit money as cash does it count as direct deposit?	Sep 25 at 8:25
1703	2803	Do I have to explain the source of *all* income on my taxes?	Oct 24 at 4:00
1704	2804	Buying a building with two flats, can I rent one out and still get a residential mortgage?	Aug 3 '15 at 12:12
1705	2806	Which Benjamin Graham book should I read first: Security Analysis or Intelligent Investor?	Mar 26 '13 at 21:59
1706	2807	What exactly is a wealth management platform?	Oct 10 at 2:56
1707	2813	What do I need to be aware of if I choose to resell property early (in Alberta)?	Oct 27 '16 at 3:12
1708	2814	Is there lesser or no tax on assets?	Oct 31 '16 at 2:16
1709	2815	Shifting income to 401k	Oct 28 '16 at 4:50
1710	2816	Does this plan make any sense for early 20s investments?	Aug 27 '16 at 15:05
1711	2817	How is someone tax exempt at Walmart in Canada?	Apr 7 '15 at 21:24
1712	2818	If something is coming into my account will it be debit or credit in my account?	Oct 17 '11 at 4:04
1713	2819	How much is university projected to cost in Canada in 18 years?	Nov 17 '09 at 0:13
1714	2821	How can I improve my credit score if I am not paying bills or rent?	Feb 28 at 15:52
1715	2823	Checks not cashed	Apr 22 at 18:13
1716	2824	Changing Bank Account Number regularly to reduce fraud	Jul 24 at 9:21
1717	2826	Is it wise to invest small amounts of money short-term?	Jul 31 at 8:55
1718	2827	Car Insurance - Black box has broken and insurance company wants me to pay?	Jul 18 at 12:19
1719	2828	Can I deduct equipment that I'm required to purchase by my employer?	Apr 13 '10 at 18:12
1720	2829	For a single company listed in multiple exchanges in different countries, are the shares being offered the same?	Mar 27 '12 at 9:15
1721	2830	Is there any instrument with real-estate-like returns?	Apr 28 '15 at 6:47
1722	2832	What does “Settling your Debt” entail, and how does it compare to other options?	Feb 26 '16 at 17:36
1723	2833	Stocks taxed just for selling, or just when withdrawing?	Jun 20 '16 at 17:40
1724	2834	Mexican Index Mutual Funds	Feb 20 '16 at 4:59
1725	2835	What would the broker do about this naked call option?	Nov 22 '13 at 14:20
1726	2837	Simple loan with a mortage as collateral	Aug 15 '16 at 0:47
1727	2838	Why do employer contributions count against HSA limits? 	Apr 19 at 19:05
1728	2839	Why should we expect stocks to go up in the long term?	Jun 23 at 13:28
1729	2840	2008-2009 Stock Market Crash — what caused the second drop?	Dec 14 '11 at 5:25
1730	2841	Accounting equation: does income really decrease equity?	Jul 4 '16 at 10:05
1731	2844	Am I putting myself at any security risks by putting all my money in one bank institution?	Oct 14 '14 at 0:03
1732	2845	UK Ltd taxation on stocks/bonds income and real estate rent income	Jun 18 '14 at 11:32
1733	2846	Can anyone else make an online payment for me?	Sep 29 '15 at 9:01
1734	2848	Splitting Hackathon Prize Money to minimize tax debt	Apr 21 '16 at 1:40
1735	2849	RRP/list price/retail price and cars?	Mar 26 '16 at 10:01
1736	2851	What's a good free checking account? 	Mar 12 '11 at 2:32
1737	2853	In India, what is the difference between Dividend and Growth mutual fund types?	Nov 1 '10 at 14:10
1738	2854	Does my net paycheck decrease as the year goes on due to tax brackets filling up?	Aug 29 '15 at 19:10
1739	2855	Can I open a Solo 401(k) if I am an independent contractor but also work part-time as an employee?	Jun 13 '15 at 23:00
1740	2856	How can I cash out a check internationally?	May 21 '14 at 14:02
1741	2857	I have around 60K $. Thinking about investing in Oil, how to proceed?	Jan 2 '16 at 8:05
1742	2859	Question about ex-dividend date timing	Dec 18 '12 at 14:00
1743	2860	Can a company donate to a non-profit to pay for services arranged for before hand?	Dec 23 '13 at 16:35
1744	2861	Can I work with two or more mortgage brokers at the same time?	Feb 15 '13 at 4:06
1745	2863	How to find a reputable company to help sell a timeshare?	Sep 15 at 15:21
1746	2864	Is Amazon's offer of a $50 gift card a scam?	Aug 3 at 21:09
